Tab Name,Field Name,Formula Logic,Depends On,Cell Ref
Rent Comp Profiles,Unknown_Field_H720,"=1/((I720=""Show"")+(I720<>""Hide"")*LEN(N720)*(N720<>""N/A"")*(N720<>""NAV""))",,H720
Rent Comp Profiles,Unknown_Field_B721,=B720,,B721
Rent Comp Profiles,Unknown_Field_C721,=C720,,C721
Rent Comp Profiles,Unknown_Field_D721,=D720,,D721
Rent Comp Profiles,Unknown_Field_E721,=E720+1,,E721
Rent Comp Profiles,Unknown_Field_H721,"=1/((I721=""Show"")+(I721<>""Hide"")*LEN(N721)*(N721<>""N/A"")*(N721<>""NAV""))",,H721
Rent Comp Profiles,Unknown_Field_B722,=B721,,B722
Rent Comp Profiles,Unknown_Field_C722,=C721,,C722
Rent Comp Profiles,Unknown_Field_D722,=D721,,D722
Rent Comp Profiles,Unknown_Field_E722,=E721+1,,E722
Rent Comp Profiles,Unknown_Field_H722,"=1/((I722=""Show"")+(I722<>""Hide"")*LEN(N722)*(N722<>""N/A"")*(N722<>""NAV""))",,H722
Rent Comp Profiles,Unknown_Field_B723,=B722,,B723
Rent Comp Profiles,Unknown_Field_C723,=C722,,C723
Rent Comp Profiles,Unknown_Field_D723,=D722,,D723
Rent Comp Profiles,Unknown_Field_E723,=E722+1,,E723
Rent Comp Profiles,Unknown_Field_B724,=B723,,B724
Rent Comp Profiles,Unknown_Field_C724,=C723,,C724
Rent Comp Profiles,Unknown_Field_D724,=D723,,D724
Rent Comp Profiles,Unknown_Field_E724,=E723+1,,E724
Rent Comp Profiles,Tenant ID,=$Y$24,,L724
Rent Comp Profiles,Unknown_Field_R724,=$AE$24,,R724
Rent Comp Profiles,Unknown_Field_B725,=B724,,B725
Rent Comp Profiles,Unknown_Field_C725,=C724,,C725
Rent Comp Profiles,Unknown_Field_D725,=D724,,D725
Rent Comp Profiles,Unknown_Field_E725,=E724+1,,E725
Rent Comp Profiles,Tenant ID,"=INDEX('Lease Grid'!TenantsSelected,1,MATCH(B725,'Lease Grid'!$I$18:$AB$18,0))",Lease Grid,F725
Rent Comp Profiles,Unknown_Field_H725,"=1/((I725=""Show"")+(I725<>""Hide"")*(LEN(N725)*(N725<>""N/A"")*(N725<>""NAV"")+LEN(T725)*(T725<>""N/A"")*(T725<>""NAV"")))",,H725
Rent Comp Profiles,Unknown_Field_B726,=B725,,B726
Rent Comp Profiles,Unknown_Field_C726,=C725,,C726
Rent Comp Profiles,Unknown_Field_D726,=D725,,D726
Rent Comp Profiles,Unknown_Field_E726,=E725+1,,E726
Rent Comp Profiles,Tenant ID,=F725,,F726
Rent Comp Profiles,Unknown_Field_H726,"=1/((I726=""Show"")+(I726<>""Hide"")*(LEN(N726)*(N726<>""N/A"")*(N726<>""NAV"")+LEN(T726)*(T726<>""N/A"")*(T726<>""NAV"")))",,H726
Rent Comp Profiles,Unknown_Field_B727,=B726,,B727
Rent Comp Profiles,Unknown_Field_C727,=C726,,C727
Rent Comp Profiles,Unknown_Field_D727,=D726,,D727
Rent Comp Profiles,Unknown_Field_E727,=E726+1,,E727
Rent Comp Profiles,Tenant ID,=F726,,F727
Rent Comp Profiles,Unknown_Field_H727,"=1/((I727=""Show"")+(I727<>""Hide"")*(LEN(N727)*(N727<>""N/A"")*(N727<>""NAV"")+LEN(T727)*(T727<>""N/A"")*(T727<>""NAV"")))",,H727
Rent Comp Profiles,Unknown_Field_B728,=B727,,B728
Rent Comp Profiles,Unknown_Field_C728,=C727,,C728
Rent Comp Profiles,Unknown_Field_D728,=D727,,D728
Rent Comp Profiles,Unknown_Field_E728,=E727+1,,E728
Rent Comp Profiles,Tenant ID,=F727,,F728
Rent Comp Profiles,Unknown_Field_H728,"=1/((I728=""Show"")+(I728<>""Hide"")*(LEN(N728)*(N728<>""N/A"")*(N728<>""NAV"")+LEN(T728)*(T728<>""N/A"")*(T728<>""NAV"")))",,H728
Rent Comp Profiles,Unknown_Field_B729,=B728,,B729
Rent Comp Profiles,Unknown_Field_C729,=C728,,C729
Rent Comp Profiles,Unknown_Field_D729,=D728,,D729
Rent Comp Profiles,Unknown_Field_E729,=E728+1,,E729
Rent Comp Profiles,Tenant ID,=F728,,F729
Rent Comp Profiles,Unknown_Field_H729,"=1/((I729=""Show"")+(I729<>""Hide"")*(LEN(N729)*(N729<>""N/A"")*(N729<>""NAV"")+LEN(T729)*(T729<>""N/A"")*(T729<>""NAV"")))",,H729
Rent Comp Profiles,Unknown_Field_B730,=B729,,B730
Rent Comp Profiles,Unknown_Field_C730,=C729,,C730
Rent Comp Profiles,Unknown_Field_D730,=D729,,D730
Rent Comp Profiles,Unknown_Field_E730,=E729+1,,E730
Rent Comp Profiles,Tenant ID,=F729,,F730
Rent Comp Profiles,Unknown_Field_H730,"=1/((I730=""Show"")+(I730<>""Hide"")*(LEN(N730)*(N730<>""N/A"")*(N730<>""NAV"")+LEN(T730)*(T730<>""N/A"")*(T730<>""NAV"")))",,H730
Rent Comp Profiles,Unknown_Field_B731,=B730,,B731
Rent Comp Profiles,Unknown_Field_C731,=C730,,C731
Rent Comp Profiles,Unknown_Field_D731,=D730,,D731
Rent Comp Profiles,Unknown_Field_E731,=E730+1,,E731
Rent Comp Profiles,Unknown_Field_F731,=F730,,F731
Rent Comp Profiles,Unknown_Field_H731,"=1/((I731=""Show"")+(I731<>""Hide"")*(LEN(N731)*(N731<>""N/A"")*(N731<>""NAV"")+LEN(T731)*(T731<>""N/A"")*(T731<>""NAV"")))",,H731
Rent Comp Profiles,Unknown_Field_B732,=B731,,B732
Rent Comp Profiles,Unknown_Field_C732,=C731,,C732
Rent Comp Profiles,Unknown_Field_D732,=D731,,D732
Rent Comp Profiles,Unknown_Field_E732,=E731+1,,E732
Rent Comp Profiles,Unknown_Field_F732,=F731,,F732
Rent Comp Profiles,Unknown_Field_H732,"=1/((I732=""Show"")+(I732<>""Hide"")*(LEN(N732)*(N732<>""N/A"")*(N732<>""NAV"")+LEN(T732)*(T732<>""N/A"")*(T732<>""NAV"")))",,H732
Rent Comp Profiles,Unknown_Field_B733,=B732,,B733
Rent Comp Profiles,Unknown_Field_C733,=C732,,C733
Rent Comp Profiles,Unknown_Field_D733,=D732,,D733
Rent Comp Profiles,Unknown_Field_E733,=E732+1,,E733
Rent Comp Profiles,Unknown_Field_F733,=F732,,F733
Rent Comp Profiles,Unknown_Field_H733,"=1/((I733=""Show"")+(I733<>""Hide"")*(LEN(N733)*(N733<>""N/A"")*(N733<>""NAV"")+LEN(T733)*(T733<>""N/A"")*(T733<>""NAV"")))",,H733
Rent Comp Profiles,Unknown_Field_B734,=B733,,B734
Rent Comp Profiles,Unknown_Field_C734,=C733,,C734
Rent Comp Profiles,Unknown_Field_D734,=D733,,D734
Rent Comp Profiles,Unknown_Field_E734,=E733+1,,E734
Rent Comp Profiles,Unknown_Field_F734,=F733,,F734
Rent Comp Profiles,Unknown_Field_H734,"=1/((I734=""Show"")+(I734<>""Hide"")*(LEN(N734)*(N734<>""N/A"")*(N734<>""NAV"")+LEN(T734)*(T734<>""N/A"")*(T734<>""NAV"")))",,H734
Rent Comp Profiles,Unknown_Field_B735,=B734,,B735
Rent Comp Profiles,Unknown_Field_C735,=C734,,C735
Rent Comp Profiles,Unknown_Field_D735,=D734,,D735
Rent Comp Profiles,Unknown_Field_E735,=E734+1,,E735
Rent Comp Profiles,Unknown_Field_F735,=F734,,F735
Rent Comp Profiles,Unknown_Field_H735,"=1/((I735=""Show"")+(I735<>""Hide"")*(LEN(N735)*(N735<>""N/A"")*(N735<>""NAV"")+LEN(T735)*(T735<>""N/A"")*(T735<>""NAV"")))",,H735
Rent Comp Profiles,Unknown_Field_B736,=B735,,B736
Rent Comp Profiles,Unknown_Field_C736,=C735,,C736
Rent Comp Profiles,Unknown_Field_D736,=D735,,D736
Rent Comp Profiles,Unknown_Field_E736,=E735+1,,E736
Rent Comp Profiles,Unknown_Field_F736,=F735,,F736
Rent Comp Profiles,Unknown_Field_H736,"=1/((I736=""Show"")+(I736<>""Hide"")*(LEN(N736)*(N736<>""N/A"")*(N736<>""NAV"")+LEN(T736)*(T736<>""N/A"")*(T736<>""NAV"")))",,H736
Rent Comp Profiles,Unknown_Field_B737,=B736,,B737
Rent Comp Profiles,Unknown_Field_C737,=C736,,C737
Rent Comp Profiles,Unknown_Field_D737,=D736,,D737
Rent Comp Profiles,Unknown_Field_E737,=E736+1,,E737
Rent Comp Profiles,Unknown_Field_F737,=F736,,F737
Rent Comp Profiles,Unknown_Field_H737,"=1/((I737=""Show"")+(I737<>""Hide"")*(LEN(N737)*(N737<>""N/A"")*(N737<>""NAV"")+LEN(T737)*(T737<>""N/A"")*(T737<>""NAV"")))",,H737
Rent Comp Profiles,Unknown_Field_B738,=B734,,B738
Rent Comp Profiles,Unknown_Field_C738,=C734,,C738
Rent Comp Profiles,Unknown_Field_D738,=D734,,D738
Rent Comp Profiles,Unknown_Field_E738,=E737+1,,E738
Rent Comp Profiles,Unknown_Field_H738,=H739,,H738
Rent Comp Profiles,Unknown_Field_B739,=B738,,B739
Rent Comp Profiles,Unknown_Field_C739,=C738,,C739
Rent Comp Profiles,Unknown_Field_D739,=D738,,D739
Rent Comp Profiles,Unknown_Field_E739,=E738+1,,E739
Rent Comp Profiles,Unknown_Field_H739,=H740,,H739
Rent Comp Profiles,Unknown_Field_L739,=$Y$40,,L739
Rent Comp Profiles,Unknown_Field_B740,=B739,,B740
Rent Comp Profiles,Unknown_Field_C740,=C739,,C740
Rent Comp Profiles,Unknown_Field_D740,=D739,,D740
Rent Comp Profiles,Unknown_Field_E740,=E739+1,,E740
Rent Comp Profiles,Unknown_Field_H740,"=1/((I740=""Show"")+(I740<>""Hide"")*(LEN(L740)*(L740<>""N/A"")*(L740<>""NAV"")*(pvaPropertyTypeKey<>""Senior Housing|All"")))",,H740
Rent Comp Profiles,Auto,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLease,$D740,INDEX(L$173:L$340,$E740))),""N/A"",LEFT(AK740,LEN(AK740)-2)),"""")",,L740
Rent Comp Profiles,Unknown_Field_AK740,"=
SUBSTITUTE(
SUBSTITUTE(
SUBSTITUTE(
SUBSTITUTE(
SUBSTITUTE(
SUBSTITUTE(
SUBSTITUTE(
SUBSTITUTE(
SUBSTITUTE(
SUBSTITUTE(
SUBSTITUTE(
         INDEX(CompTableDataLease,$D740,INDEX(L$173:L$340,$E740))&"","",
INDEX(tblUtilities[UtilityCodeComma],1),INDEX(tblUtilities[UtilityComma],1),1),
INDEX(tblUtilities[UtilityCodeComma],2),INDEX(tblUtilities[UtilityComma],2),1),
INDEX(tblUtilities[UtilityCodeComma],3),INDEX(tblUtilities[UtilityComma],3),1),
INDEX(tblUtilities[UtilityCodeComma],4),INDEX(tblUtilities[UtilityComma],4),1),
INDEX(tblUtilities[UtilityCodeComma],5),INDEX(tblUtilities[UtilityComma],5),1),
INDEX(tblUtilities[UtilityCodeComma],6),INDEX(tblUtilities[UtilityComma],6),1),
INDEX(tblUtilities[UtilityCodeComma],7),INDEX(tblUtilities[UtilityComma],7),1),
INDEX(tblUtilities[UtilityCodeComma],8),INDEX(tblUtilities[UtilityComma],8),1),
INDEX(tblUtilities[UtilityCodeComma],9),INDEX(tblUtilities[UtilityComma],9),1),
INDEX(tblUtilities[UtilityCodeComma],10),INDEX(tblUtilities[UtilityComma],10)),
"","","", "")",,AK740
Rent Comp Profiles,Unknown_Field_B741,=B740,,B741
Rent Comp Profiles,Unknown_Field_C741,=C740,,C741
Rent Comp Profiles,Unknown_Field_D741,=D740,,D741
Rent Comp Profiles,Unknown_Field_E741,=E740+1,,E741
Rent Comp Profiles,Unknown_Field_H741,=H742,,H741
Rent Comp Profiles,Unknown_Field_B742,=B741,,B742
Rent Comp Profiles,Unknown_Field_C742,=C741,,C742
Rent Comp Profiles,Unknown_Field_D742,=D741,,D742
Rent Comp Profiles,Unknown_Field_E742,=E741+1,,E742
Rent Comp Profiles,Unknown_Field_H742,=H743,,H742
Rent Comp Profiles,Unknown_Field_L742,=$Y$43,,L742
Rent Comp Profiles,Unknown_Field_B743,=B742,,B743
Rent Comp Profiles,Unknown_Field_C743,=C742,,C743
Rent Comp Profiles,Unknown_Field_D743,=D742,,D743
Rent Comp Profiles,Unknown_Field_E743,=E742+1,,E743
Rent Comp Profiles,Unknown_Field_H743,"=1/((I743=""Show"")+(I743<>""Hide"")*(LEN(L743)*(L743<>""N/A"")*(L743<>""NAV"")*(pvaPropertyTypeKey<>""Senior Housing|All"")))",,H743
Rent Comp Profiles,Auto,"=IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",INDEX('Market Rent'!$PJ$241:$PJ$246,$B743),IF(ISBLANK(INDEX(CompTableDataLease,$D743,INDEX(L$173:L$340,$E743))),"""",SUBSTITUTE(INDEX(CompTableDataLease,$D743,INDEX(L$173:L$340,$E743)),"","","", ""))),"""")",Market Rent,L743
Rent Comp Profiles,Unknown_Field_AK743,=L743,,AK743
Rent Comp Profiles,Unknown_Field_B744,=B743,,B744
Rent Comp Profiles,Unknown_Field_C744,=C743,,C744
Rent Comp Profiles,Unknown_Field_D744,=D743,,D744
Rent Comp Profiles,Unknown_Field_E744,=E743+1,,E744
Rent Comp Profiles,Unknown_Field_H744,=H745,,H744
Rent Comp Profiles,Unknown_Field_B745,=B744,,B745
Rent Comp Profiles,Unknown_Field_C745,=C744,,C745
Rent Comp Profiles,Unknown_Field_D745,=D744,,D745
Rent Comp Profiles,Unknown_Field_E745,=E744+1,,E745
Rent Comp Profiles,Unknown_Field_H745,=H746,,H745
Rent Comp Profiles,Unknown_Field_L745,=$Y$46,,L745
Rent Comp Profiles,Unknown_Field_B746,=B745,,B746
Rent Comp Profiles,Unknown_Field_C746,=C745,,C746
Rent Comp Profiles,Unknown_Field_D746,=D745,,D746
Rent Comp Profiles,Unknown_Field_E746,=E745+1,,E746
Rent Comp Profiles,Unknown_Field_H746,"=1/((I746=""Show"")+(I746<>""Hide"")*(LEN(L746)*(L746<>""N/A"")*(L746<>""NAV"")*(pvaPropertyTypeKey<>""Senior Housing|All"")))",,H746
Rent Comp Profiles,Auto,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLease,$D746,INDEX(L$173:L$340,$E746))),"""",SUBSTITUTE(INDEX(CompTableDataLease,$D746,INDEX(L$173:L$340,$E746)),"","","", "")),"""")",,L746
Rent Comp Profiles,Unknown_Field_AK746,=L746,,AK746
Rent Comp Profiles,Unknown_Field_B747,=B746,,B747
Rent Comp Profiles,Unknown_Field_C747,=C746,,C747
Rent Comp Profiles,Unknown_Field_D747,=D746,,D747
Rent Comp Profiles,Unknown_Field_E747,=E746+1,,E747
Rent Comp Profiles,Unknown_Field_H747,=H770,,H747
Rent Comp Profiles,Unknown_Field_B748,=B747,,B748
Rent Comp Profiles,Unknown_Field_C748,=C747,,C748
Rent Comp Profiles,Unknown_Field_D748,=D747,,D748
Rent Comp Profiles,Unknown_Field_E748,=E747+1,,E748
Rent Comp Profiles,Unknown_Field_L748,=$Y$48,,L748
Rent Comp Profiles,Unknown_Field_B749,=B748,,B749
Rent Comp Profiles,Unknown_Field_C749,=C748,,C749
Rent Comp Profiles,Unknown_Field_D749,=D748,,D749
Rent Comp Profiles,Unknown_Field_E749,=E748+1,,E749
Rent Comp Profiles,Unknown_Field_H749,"=1/((I749=""Show"")+(I749<>""Hide"")*(pvaPropertyTypeKey=""Self-Storage|All"")*(LEN(N749)*(N749<>""N/A"")*(N749<>""NAV"")+LEN(T749)*(T749<>""N/A"")*(T749<>""NAV"")))",,H749
Rent Comp Profiles,Unknown_Field_L749,='Market Rent'!$TT$393,Market Rent,L749
Rent Comp Profiles,Unknown_Field_N749,"=IFERROR(INDEX('Market Rent'!N1_chtSS_CompGrid,MATCH(L749,'Market Rent'!$TT$357:$TT$399,0),MATCH($B749,'Market Rent'!$TT$349:$UG$349,0)),"""")",Market Rent,N749
Rent Comp Profiles,Unknown_Field_R749,='Market Rent'!$TT$396,Market Rent,R749
Rent Comp Profiles,Unknown_Field_T749,"=IFERROR(INDEX('Market Rent'!N1_chtSS_CompGrid,MATCH(R749,'Market Rent'!$TT$357:$TT$399,0),MATCH($B749,'Market Rent'!$TT$349:$UG$349,0)),"""")",Market Rent,T749
Rent Comp Profiles,Unknown_Field_B750,=B749,,B750
Rent Comp Profiles,Unknown_Field_C750,=C749,,C750
Rent Comp Profiles,Unknown_Field_D750,=D749,,D750
Rent Comp Profiles,Unknown_Field_E750,=E749+1,,E750
Rent Comp Profiles,Unknown_Field_H750,"=1/((I750=""Show"")+(I750<>""Hide"")*(pvaPropertyTypeKey=""Self-Storage|All"")*(LEN(N750)*(N750<>""N/A"")*(N750<>""NAV"")+LEN(T750)*(T750<>""N/A"")*(T750<>""NAV"")))",,H750
Rent Comp Profiles,Unknown_Field_L750,='Market Rent'!$TT$394,Market Rent,L750
Rent Comp Profiles,Unknown_Field_N750,"=IFERROR(INDEX('Market Rent'!N1_chtSS_CompGrid,MATCH(L750,'Market Rent'!$TT$357:$TT$399,0),MATCH($B750,'Market Rent'!$TT$349:$UG$349,0)),"""")",Market Rent,N750
Rent Comp Profiles,Unknown_Field_R750,='Market Rent'!$TT$397,Market Rent,R750
Rent Comp Profiles,Unknown_Field_T750,"=IFERROR(INDEX('Market Rent'!N1_chtSS_CompGrid,MATCH(R750,'Market Rent'!$TT$357:$TT$399,0),MATCH($B750,'Market Rent'!$TT$349:$UG$349,0)),"""")",Market Rent,T750
Rent Comp Profiles,Unknown_Field_B751,=B750,,B751
Rent Comp Profiles,Unknown_Field_C751,=C750,,C751
Rent Comp Profiles,Unknown_Field_D751,=D750,,D751
Rent Comp Profiles,Unknown_Field_E751,=E750+1,,E751
Rent Comp Profiles,Unknown_Field_H751,"=1/((I751=""Show"")+(I751<>""Hide"")*(pvaPropertyTypeKey=""Self-Storage|All"")*(LEN(N751)*(N751<>""N/A"")*(N751<>""NAV"")+LEN(T751)*(T751<>""N/A"")*(T751<>""NAV"")))",,H751
Rent Comp Profiles,Unknown_Field_L751,='Market Rent'!$TT$395,Market Rent,L751
Rent Comp Profiles,Unknown_Field_N751,"=IFERROR(INDEX('Market Rent'!N1_chtSS_CompGrid,MATCH(L751,'Market Rent'!$TT$357:$TT$399,0),MATCH($B751,'Market Rent'!$TT$349:$UG$349,0)),"""")",Market Rent,N751
Rent Comp Profiles,Unknown_Field_B752,=B751,,B752
Rent Comp Profiles,Unknown_Field_C752,=C751,,C752
Rent Comp Profiles,Unknown_Field_D752,=D751,,D752
Rent Comp Profiles,Unknown_Field_E752,=E751+1,,E752
Rent Comp Profiles,Unknown_Field_H752,=H748,,H752
Rent Comp Profiles,Unknown_Field_B753,=B752,,B753
Rent Comp Profiles,Unknown_Field_C753,=C752,,C753
Rent Comp Profiles,Unknown_Field_D753,=D752,,D753
Rent Comp Profiles,Unknown_Field_E753,=E752+1,,E753
Rent Comp Profiles,Unknown_Field_L753,=$Y$53,,L753
Rent Comp Profiles,Unknown_Field_B754,=B753,,B754
Rent Comp Profiles,Unknown_Field_C754,=C753,,C754
Rent Comp Profiles,Unknown_Field_D754,=D753,,D754
Rent Comp Profiles,Unknown_Field_E754,=E753+1,,E754
Rent Comp Profiles,Unknown_Field_L754,=Y754,,L754
Rent Comp Profiles,Unknown_Field_Y754,=#REF!,,Y754
Rent Comp Profiles,Unknown_Field_AA754,=Z754+1,,AA754
Rent Comp Profiles,Unknown_Field_AB754,=AA754+1,,AB754
Rent Comp Profiles,Unknown_Field_AC754,=AB754+1,,AC754
Rent Comp Profiles,Unknown_Field_AE754,=AC754+1,,AE754
Rent Comp Profiles,Unknown_Field_AF754,=AE754+1,,AF754
Rent Comp Profiles,Unknown_Field_AG754,=AF754+1,,AG754
Rent Comp Profiles,Unknown_Field_AH754,=AG754+1,,AH754
Rent Comp Profiles,Unknown_Field_AI754,=AH754+1,,AI754
Rent Comp Profiles,Unknown_Field_B755,=B754,,B755
Rent Comp Profiles,Unknown_Field_C755,=C754,,C755
Rent Comp Profiles,Unknown_Field_D755,=D754,,D755
Rent Comp Profiles,Unknown_Field_E755,=E754+1,,E755
Rent Comp Profiles,Unknown_Field_H755,"=1/((pvaPropertyTypeKey=""Self-Storage|All"")*(SUM(N755:V755)>0))",,H755
Rent Comp Profiles,marketRentPerMo,"=MATCH(Y755,pvaSSLeaseGridUnitMix.Headers,0)",,Z755
Rent Comp Profiles,Unknown_Field_B756,=B755,,B756
Rent Comp Profiles,Unknown_Field_C756,=C755,,C756
Rent Comp Profiles,Unknown_Field_D756,=D755,,D756
Rent Comp Profiles,Unknown_Field_E756,=E755+1,,E756
Rent Comp Profiles,Unknown_Field_H756,"=1/((pvaPropertyTypeKey=""Self-Storage|All"")*(SUM(N756:V756)>0))",,H756
Rent Comp Profiles,marketRentPerSF,"=MATCH(Y756,pvaSSLeaseGridUnitMix.Headers,0)",,Z756
Rent Comp Profiles,Unknown_Field_B757,=B756,,B757
Rent Comp Profiles,Unknown_Field_C757,=C756,,C757
Rent Comp Profiles,Unknown_Field_D757,=D756,,D757
Rent Comp Profiles,Unknown_Field_E757,=E756+1,,E757
Rent Comp Profiles,Rent/SF,=Y757,,L757
Rent Comp Profiles,marketRentPerSF,=#REF!,,Y757
Rent Comp Profiles,Unknown_Field_B758,=B757,,B758
Rent Comp Profiles,Unknown_Field_C758,=C757,,C758
Rent Comp Profiles,Unknown_Field_D758,=D757,,D758
Rent Comp Profiles,Unknown_Field_E758,=E757+1,,E758
Rent Comp Profiles,Unknown_Field_H758,"=1/((pvaPropertyTypeKey=""Self-Storage|All"")*(SUM(N758:V758)>0))",,H758
Rent Comp Profiles,marketRentPerMo,"=MATCH(Y758,pvaSSLeaseGridUnitMix.Headers,0)",,Z758
Rent Comp Profiles,Unknown_Field_B759,=B758,,B759
Rent Comp Profiles,Unknown_Field_C759,=C758,,C759
Rent Comp Profiles,Unknown_Field_D759,=D758,,D759
Rent Comp Profiles,Unknown_Field_E759,=E758+1,,E759
Rent Comp Profiles,Unknown_Field_H759,"=1/((pvaPropertyTypeKey=""Self-Storage|All"")*(SUM(N759:V759)>0))",,H759
Rent Comp Profiles,marketRentPerSF,"=MATCH(Y759,pvaSSLeaseGridUnitMix.Headers,0)",,Z759
Rent Comp Profiles,Unknown_Field_B760,=B759,,B760
Rent Comp Profiles,Unknown_Field_C760,=C759,,C760
Rent Comp Profiles,Unknown_Field_D760,=D759,,D760
Rent Comp Profiles,Unknown_Field_E760,=E759+1,,E760
Rent Comp Profiles,Rent/SF,=Y760,,L760
Rent Comp Profiles,marketRentPerSF,=#REF!,,Y760
Rent Comp Profiles,Unknown_Field_B761,=B760,,B761
Rent Comp Profiles,Unknown_Field_C761,=C760,,C761
Rent Comp Profiles,Unknown_Field_D761,=D760,,D761
Rent Comp Profiles,Unknown_Field_E761,=E760+1,,E761
Rent Comp Profiles,Unknown_Field_H761,"=1/((pvaPropertyTypeKey=""Self-Storage|All"")*(SUM(N761:V761)>0))",,H761
Rent Comp Profiles,marketRentPerMo,"=MATCH(Y761,pvaSSLeaseGridUnitMix.Headers,0)",,Z761
Rent Comp Profiles,Unknown_Field_B762,=B761,,B762
Rent Comp Profiles,Unknown_Field_C762,=C761,,C762
Rent Comp Profiles,Unknown_Field_D762,=D761,,D762
Rent Comp Profiles,Unknown_Field_E762,=E761+1,,E762
Rent Comp Profiles,Unknown_Field_H762,"=1/((pvaPropertyTypeKey=""Self-Storage|All"")*(SUM(N762:V762)>0))",,H762
Rent Comp Profiles,marketRentPerSF,"=MATCH(Y762,pvaSSLeaseGridUnitMix.Headers,0)",,Z762
Rent Comp Profiles,Unknown_Field_B763,=B759,,B763
Rent Comp Profiles,Unknown_Field_C763,=C759,,C763
Rent Comp Profiles,Unknown_Field_D763,=D759,,D763
Rent Comp Profiles,Unknown_Field_E763,=E759+1,,E763
Rent Comp Profiles,Rent/SF,=Y763,,L763
Rent Comp Profiles,Vehicle Storage - Canpoy Covered,"=MATCH(""* Length"",#REF!,0)-1",,Z763
Rent Comp Profiles,Vehicle Storage - Canpoy Covered,=Z763+1,,AA763
Rent Comp Profiles,Vehicle Storage - Canpoy Covered,=AA763+1,,AB763
Rent Comp Profiles,Vehicle Storage - Canpoy Covered,=AB763+1,,AC763
Rent Comp Profiles,Vehicle Storage - Canpoy Covered,=AC763+1,,AE763
Rent Comp Profiles,Unknown_Field_AF763,=AE763+1,,AF763
Rent Comp Profiles,Unknown_Field_AG763,=AF763+1,,AG763
Rent Comp Profiles,Unknown_Field_AH763,=AG763+1,,AH763
Rent Comp Profiles,Unknown_Field_AI763,=AH763+1,,AI763
Rent Comp Profiles,Unknown_Field_B764,=B763,,B764
Rent Comp Profiles,Unknown_Field_C764,=C763,,C764
Rent Comp Profiles,Unknown_Field_D764,=D763,,D764
Rent Comp Profiles,Unknown_Field_E764,=E763+1,,E764
Rent Comp Profiles,Unknown_Field_H764,"=1/((pvaPropertyTypeKey=""Self-Storage|All"")*(SUM(N764:V764)>0))",,H764
Rent Comp Profiles,marketRentPerMo,"=MATCH(Y764,pvaSSLeaseGridUnitMix.Headers,0)",,Z764
Rent Comp Profiles,Unknown_Field_B765,=B764,,B765
Rent Comp Profiles,Unknown_Field_C765,=C764,,C765
Rent Comp Profiles,Unknown_Field_D765,=D764,,D765
Rent Comp Profiles,Unknown_Field_E765,=E764+1,,E765
Rent Comp Profiles,Unknown_Field_H765,"=1/((pvaPropertyTypeKey=""Self-Storage|All"")*(SUM(N765:V765)>0))",,H765
Rent Comp Profiles,marketRentPerSF,"=MATCH(Y765,pvaSSLeaseGridUnitMix.Headers,0)",,Z765
Rent Comp Profiles,Unknown_Field_B766,=B762,,B766
Rent Comp Profiles,Unknown_Field_C766,=C762,,C766
Rent Comp Profiles,Unknown_Field_D766,=D762,,D766
Rent Comp Profiles,Unknown_Field_E766,=E762+1,,E766
Rent Comp Profiles,Rent/SF,=Y766,,L766
Rent Comp Profiles,Vehicle Storage - Uncovered,"=MATCH(""* Length"",#REF!,0)-1",,Z766
Rent Comp Profiles,Vehicle Storage - Uncovered,=Z766+1,,AA766
Rent Comp Profiles,Vehicle Storage - Uncovered,=AA766+1,,AB766
Rent Comp Profiles,Vehicle Storage - Uncovered,=AB766+1,,AC766
Rent Comp Profiles,Vehicle Storage - Uncovered,=AC766+1,,AE766
Rent Comp Profiles,Unknown_Field_AF766,=AE766+1,,AF766
Rent Comp Profiles,Unknown_Field_AG766,=AF766+1,,AG766
Rent Comp Profiles,Unknown_Field_AH766,=AG766+1,,AH766
Rent Comp Profiles,Unknown_Field_AI766,=AH766+1,,AI766
Rent Comp Profiles,Unknown_Field_B767,=B766,,B767
Rent Comp Profiles,Unknown_Field_C767,=C766,,C767
Rent Comp Profiles,Unknown_Field_D767,=D766,,D767
Rent Comp Profiles,Unknown_Field_E767,=E766+1,,E767
Rent Comp Profiles,Unknown_Field_H767,"=1/((pvaPropertyTypeKey=""Self-Storage|All"")*(SUM(N767:V767)>0))",,H767
Rent Comp Profiles,marketRentPerMo,"=MATCH(Y767,pvaSSLeaseGridUnitMix.Headers,0)",,Z767
Rent Comp Profiles,Unknown_Field_B768,=B767,,B768
Rent Comp Profiles,Unknown_Field_C768,=C767,,C768
Rent Comp Profiles,Unknown_Field_D768,=D767,,D768
Rent Comp Profiles,Unknown_Field_E768,=E767+1,,E768
Rent Comp Profiles,Unknown_Field_H768,"=1/((pvaPropertyTypeKey=""Self-Storage|All"")*(SUM(N768:V768)>0))",,H768
Rent Comp Profiles,marketRentPerSF,"=MATCH(Y768,pvaSSLeaseGridUnitMix.Headers,0)",,Z768
Rent Comp Profiles,Unknown_Field_B769,=B768,,B769
Rent Comp Profiles,Unknown_Field_C769,=C768,,C769
