Sheet,Cell,Formula,Named Range
Lease Grid,EZ1911,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ1912,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ1913,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ1914,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ1915,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Lease Grid,EZ1916,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Lease Grid,EZ1917,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Lease Grid,EZ1918,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Lease Grid,EZ1919,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ1920,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ1921,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ1922,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ1923,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ1924,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ1925,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Lease Grid,EZ1926,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Lease Grid,EZ1927,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Lease Grid,FD2023,"=IF(LeaseGrid_ShowHideSections<>0,LeaseGrid_ShowHideSections,"""")&"" Property Type Characteristics""",
Lease Grid,EZ2024,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2025,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2026,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2027,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2028,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2029,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2030,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2031,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2032,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2033,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2034,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2035,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2036,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ2037,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ2038,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ2039,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ2040,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ2041,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ2042,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Lease Grid,EZ2043,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Lease Grid,EZ2044,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Lease Grid,EZ2045,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Lease Grid,EZ2046,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ2047,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ2048,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ2049,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ2050,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ2051,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ2052,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Lease Grid,EZ2053,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Lease Grid,EZ2054,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Lease Grid,FD2150,"=IF(LeaseGrid_ShowHideSections<>0,LeaseGrid_ShowHideSections,"""")&"" Property Type Characteristics""",
Lease Grid,EZ2151,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2152,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2153,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2154,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2155,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2156,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2157,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2158,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2159,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2160,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2161,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2162,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2163,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ2164,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ2165,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ2166,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ2167,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ2168,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ2169,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Lease Grid,EZ2170,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Lease Grid,EZ2171,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Lease Grid,EZ2172,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Lease Grid,EZ2173,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ2174,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ2175,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ2176,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ2177,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ2178,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ2179,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Lease Grid,EZ2180,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Lease Grid,EZ2181,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Lease Grid,FD2277,"=IF(LeaseGrid_ShowHideSections<>0,LeaseGrid_ShowHideSections,"""")&"" Property Type Characteristics""",
Lease Grid,EZ2278,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2279,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2280,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2281,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2282,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2283,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2284,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2285,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2286,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2287,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2288,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2289,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Lease Grid,EZ2290,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ2291,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ2292,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ2293,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ2294,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ2295,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Lease Grid,EZ2296,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Lease Grid,EZ2297,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Lease Grid,EZ2298,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Lease Grid,EZ2299,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Lease Grid,EZ2300,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ2301,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ2302,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ2303,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ2304,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ2305,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Lease Grid,EZ2306,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Lease Grid,EZ2307,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Lease Grid,EZ2308,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
